Unnamed: 0,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,duration_binned,amount_binned,age_binned
442,1,39,4,car (used),14179,5,4,4,male : married/widowed,none,4,car or other,30,none,2,2,4,0 to 2,2,2,1,"(38.0, 44.8]","(12971.8, 14789.2]",24-30
443,4,15,2,furniture/equipment,1386,5,3,4,female : single,none,2,unknown / no property,40,none,1,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
444,4,12,4,furniture/equipment,618,1,5,4,male : married/widowed,none,4,unknown / no property,56,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",52-58
445,4,12,2,car (used),1574,1,3,4,male : married/widowed,none,2,unknown / no property,50,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",47-52
446,4,6,4,furniture/equipment,700,5,5,4,male : married/widowed,none,4,real estate,36,none,3,2,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
447,4,12,2,furniture/equipment,886,5,3,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,21,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",18-24
448,4,36,2,car (new),4686,1,3,2,male : married/widowed,none,2,real estate,32,none,3,1,4,0 to 2,2,2,1,"(31.2, 38.0]","(3884.8, 5702.2]",30-35
449,2,9,2,furniture/equipment,790,3,3,4,female : non-single or male : single,none,3,unknown / no property,66,none,2,1,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",63-69
450,2,12,2,furniture/equipment,766,3,3,4,male : married/widowed,none,3,unknown / no property,66,none,2,1,2,0 to 2,1,2,0,"(10.8, 17.6]","(231.826, 2067.4]",63-69
451,1,20,2,car (used),2212,5,4,4,male : married/widowed,none,4,building soc. savings agr./life insurance,39,none,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",35-41
452,2,10,2,others,7308,1,1,2,male : married/widowed,none,4,real estate,70,bank,3,1,4,0 to 2,2,2,1,"(3.932, 10.8]","(5702.2, 7519.6]",69-75
453,2,24,4,repairs,5743,1,2,2,female : non-single or male : single,none,4,real estate,24,none,3,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",18-24
454,1,14,2,others,3973,1,1,1,male : married/widowed,none,4,real estate,22,none,3,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(3884.8, 5702.2]",18-24
455,2,60,3,furniture/equipment,7418,5,3,1,male : married/widowed,none,1,unknown / no property,27,none,2,1,2,0 to 2,1,2,1,"(58.4, 65.2]","(5702.2, 7519.6]",24-30
456,2,20,3,business,2629,1,3,2,male : married/widowed,none,3,building soc. savings agr./life insurance,29,bank,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
457,2,18,2,retraining,1941,4,3,4,male : married/widowed,none,2,car or other,35,none,2,1,2,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",30-35
458,2,24,3,car (used),2333,5,2,4,male : married/widowed,none,2,car or other,29,bank,2,1,2,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
459,4,12,2,car (new),2445,5,2,2,female : single,none,4,building soc. savings agr./life insurance,26,none,1,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",24-30
460,2,20,2,car (new),6468,5,1,1,male : divorced/separated,none,4,unknown / no property,60,none,2,1,4,0 to 2,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",58-63
461,2,18,4,car (used),7374,1,1,4,male : married/widowed,none,4,car or other,40,stores,2,2,4,0 to 2,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",35-41
462,4,15,2,car (new),3812,2,2,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,23,none,2,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",18-24
463,1,28,2,others,4006,1,3,3,male : married/widowed,none,2,building soc. savings agr./life insurance,45,none,2,1,2,0 to 2,1,2,0,"(24.4, 31.2]","(3884.8, 5702.2]",41-47
464,2,12,2,others,7472,5,1,1,female : non-single or male : single,none,2,unknown / no property,24,none,1,1,1,0 to 2,1,2,1,"(10.8, 17.6]","(5702.2, 7519.6]",18-24
465,3,12,2,car (used),1424,5,5,3,female : non-single or male : single,none,4,unknown / no property,55,none,2,1,4,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",52-58
466,2,12,2,car (new),2028,5,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
467,4,15,2,others,5324,3,5,1,female : non-single or male : single,none,4,real estate,35,none,3,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(3884.8, 5702.2]",30-35
468,2,36,2,furniture/equipment,2323,1,4,4,male : married/widowed,none,4,building soc. savings agr./life insurance,24,none,1,1,3,0 to 2,1,2,1,"(31.2, 38.0]","(2067.4, 3884.8]",18-24
469,4,12,2,repairs,1393,1,5,4,male : married/widowed,none,4,car or other,47,bank,2,3,3,3 or more,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",41-47
470,4,18,2,car (used),1984,1,3,4,male : married/widowed,none,4,real estate,47,bank,3,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",41-47
471,4,24,2,furniture/equipment,999,5,5,4,male : married/widowed,none,2,building soc. savings agr./life insurance,25,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
472,4,36,2,retraining,7409,5,5,3,male : married/widowed,none,2,car or other,37,none,2,2,3,0 to 2,1,2,1,"(31.2, 38.0]","(5702.2, 7519.6]",35-41
473,4,15,2,car (used),2186,5,4,1,female : non-single or male : single,none,4,unknown / no property,33,bank,1,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",30-35
474,3,36,2,furniture/equipment,4473,1,5,4,male : married/widowed,none,2,building soc. savings agr./life insurance,31,none,2,1,3,0 to 2,1,2,1,"(31.2, 38.0]","(3884.8, 5702.2]",30-35
475,4,24,2,vacation,937,1,2,4,female : single,none,3,building soc. savings agr./life insurance,27,none,2,2,2,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
476,4,18,2,car (used),3422,1,5,4,male : married/widowed,none,4,car or other,47,bank,2,3,3,3 or more,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",41-47
477,4,24,2,furniture/equipment,3105,5,2,4,male : married/widowed,none,2,building soc. savings agr./life insurance,25,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
478,4,12,4,repairs,2748,1,5,2,female : non-single or male : single,none,4,real estate,57,bank,3,3,2,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",52-58
479,2,18,2,domestic appliances,3872,1,1,2,female : non-single or male : single,none,4,building soc. savings agr./life insurance,67,none,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",63-69
480,4,27,2,domestic appliances,5190,5,5,4,male : married/widowed,none,4,car or other,48,none,2,4,3,3 or more,2,2,1,"(24.4, 31.2]","(3884.8, 5702.2]",47-52
481,2,18,2,car (used),3001,1,4,2,female : non-single or male : single,none,4,unknown / no property,40,none,1,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",35-41
482,4,24,3,retraining,3863,1,3,1,male : married/widowed,none,2,real estate,32,none,3,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
483,4,12,4,car (used),5801,5,5,2,male : married/widowed,none,4,car or other,49,none,1,1,3,0 to 2,2,1,1,"(10.8, 17.6]","(5702.2, 7519.6]",47-52
484,4,12,4,car (used),1592,4,4,3,female : non-single or male : single,none,2,car or other,35,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
485,4,12,4,retraining,1185,1,3,3,female : non-single or male : single,none,2,unknown / no property,27,none,2,2,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
486,4,18,4,car (used),3780,1,2,3,male : divorced/separated,none,2,building soc. savings agr./life insurance,35,none,2,2,4,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
487,2,18,4,car (used),3612,1,5,3,female : non-single or male : single,none,4,car or other,37,none,2,1,3,0 to 2,2,1,1,"(17.6, 24.4]","(2067.4, 3884.8]",35-41
488,4,12,2,retraining,1076,1,3,2,female : single,none,2,unknown / no property,26,none,2,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
489,4,12,2,others,3527,5,2,2,male : married/widowed,none,3,car or other,45,none,2,1,4,3 or more,2,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",41-47
490,4,18,2,furniture/equipment,2051,1,2,4,male : married/widowed,none,1,unknown / no property,33,none,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",30-35
491,4,12,4,car (used),3331,1,5,2,male : married/widowed,none,4,car or other,42,stores,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",41-47
492,1,18,0,retraining,3104,1,4,3,male : married/widowed,none,1,car or other,31,bank,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
493,4,24,4,furniture/equipment,2611,1,5,4,female : single,co-applicant,3,unknown / no property,46,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",41-47
494,1,12,4,car (new),1409,1,5,4,male : married/widowed,none,3,unknown / no property,54,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",52-58
495,4,24,2,furniture/equipment,1311,2,4,4,female : single,none,3,car or other,26,none,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
496,4,6,2,furniture/equipment,2108,1,4,2,female : single,none,2,unknown / no property,29,none,1,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(2067.4, 3884.8]",24-30
497,4,24,4,car (new),4042,5,4,3,male : married/widowed,none,4,car or other,43,none,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(3884.8, 5702.2]",41-47
498,4,12,4,others,926,1,1,1,female : non-single or male : single,none,2,car or other,38,none,2,1,1,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
499,1,12,2,furniture/equipment,1680,3,5,3,female : single,none,1,unknown / no property,35,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
500,4,24,2,others,1249,1,2,4,female : single,none,2,unknown / no property,28,none,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
501,4,24,4,others,2463,2,4,4,female : single,none,3,car or other,27,none,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
502,4,6,2,furniture/equipment,1595,1,4,3,male : married/widowed,none,2,car or other,51,none,2,1,3,3 or more,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",47-52
503,4,24,4,domestic appliances,2058,1,3,4,male : divorced/separated,none,2,unknown / no property,33,none,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",30-35
504,4,24,2,car (new),7814,1,4,3,male : married/widowed,none,3,building soc. savings agr./life insurance,38,none,2,1,4,0 to 2,2,2,1,"(17.6, 24.4]","(7519.6, 9337.0]",35-41
505,4,6,4,furniture/equipment,1740,1,5,2,female : single,none,2,unknown / no property,30,none,1,2,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
506,4,12,4,furniture/equipment,1240,5,5,4,female : non-single or male : single,none,2,unknown / no property,38,none,2,2,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
507,4,24,4,car (new),6842,5,3,2,male : married/widowed,none,4,car or other,46,none,2,2,4,3 or more,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",41-47
508,4,24,4,car (used),5150,1,5,4,male : married/widowed,none,4,building soc. savings agr./life insurance,33,none,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(3884.8, 5702.2]",30-35
509,1,6,2,others,1203,2,5,3,male : married/widowed,none,2,car or other,43,none,2,1,3,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",41-47
510,4,6,4,others,2080,3,3,1,female : single,none,2,building soc. savings agr./life insurance,24,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(2067.4, 3884.8]",18-24
511,4,6,2,repairs,1538,1,2,1,female : non-single or male : single,none,2,real estate,56,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",52-58
512,2,24,4,others,3878,2,2,4,male : divorced/separated,none,2,building soc. savings agr./life insurance,37,none,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",35-41
513,2,30,2,car (used),3832,1,2,2,female : single,none,1,car or other,22,none,2,1,3,0 to 2,1,2,1,"(24.4, 31.2]","(2067.4, 3884.8]",18-24
514,4,15,2,others,3186,4,4,2,female : non-single or male : single,none,3,building soc. savings agr./life insurance,20,none,1,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",18-24
515,2,24,2,furniture/equipment,2896,2,2,2,male : married/widowed,none,1,building soc. savings agr./life insurance,29,none,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
516,2,24,3,retraining,6967,2,4,4,male : married/widowed,none,4,building soc. savings agr./life insurance,36,none,1,1,4,0 to 2,2,2,1,"(17.6, 24.4]","(5702.2, 7519.6]",35-41
517,4,36,2,repairs,1819,1,3,4,male : married/widowed,none,4,real estate,37,stores,3,1,3,0 to 2,2,2,0,"(31.2, 38.0]","(231.826, 2067.4]",35-41
518,4,24,2,furniture/equipment,5943,5,2,1,female : non-single or male : single,none,1,building soc. savings agr./life insurance,44,none,2,2,3,0 to 2,2,2,0,"(17.6, 24.4]","(5702.2, 7519.6]",41-47
519,4,36,4,car (used),7127,1,2,2,female : non-single or male : single,none,4,car or other,23,none,1,2,3,0 to 2,2,2,0,"(31.2, 38.0]","(5702.2, 7519.6]",18-24
520,4,36,2,car (used),3349,1,3,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,28,none,2,1,4,0 to 2,2,2,0,"(31.2, 38.0]","(2067.4, 3884.8]",24-30
521,4,36,2,car (used),10974,1,1,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,26,none,2,2,4,0 to 2,2,2,0,"(31.2, 38.0]","(9337.0, 11154.4]",24-30
522,4,6,2,furniture/equipment,518,1,3,3,female : non-single or male : single,none,1,unknown / no property,29,none,2,1,3,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
523,4,18,2,furniture/equipment,1126,5,2,4,female : non-single or male : single,none,2,unknown / no property,21,none,1,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",18-24
524,2,12,4,car (new),1860,1,1,4,male : married/widowed,none,2,building soc. savings agr./life insurance,34,none,2,2,4,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
525,4,36,4,furniture/equipment,9566,1,3,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,31,stores,2,2,3,0 to 2,1,2,1,"(31.2, 38.0]","(9337.0, 11154.4]",30-35
526,1,12,2,furniture/equipment,701,1,3,4,female : single,none,2,unknown / no property,40,none,2,1,2,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
527,2,12,2,furniture/equipment,2930,1,4,2,female : non-single or male : single,none,1,unknown / no property,27,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",24-30
528,4,18,2,furniture/equipment,1505,1,3,4,male : married/widowed,none,2,real estate,32,none,3,1,4,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",30-35
529,4,18,4,furniture/equipment,2238,1,3,2,female : non-single or male : single,none,1,building soc. savings agr./life insurance,25,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
530,4,4,4,furniture/equipment,1503,1,4,2,male : married/widowed,none,1,unknown / no property,42,none,2,2,2,3 or more,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",41-47
531,4,24,4,car (new),2197,5,4,4,male : married/widowed,none,4,building soc. savings agr./life insurance,43,none,2,2,3,3 or more,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",41-47
532,3,12,2,furniture/equipment,1881,1,3,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,44,none,1,1,2,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",41-47
533,1,18,4,furniture/equipment,1880,1,4,4,female : single,none,1,car or other,32,none,2,2,4,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",30-35
534,1,18,2,furniture/equipment,2389,1,2,4,female : non-single or male : single,none,1,building soc. savings agr./life insurance,27,stores,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
535,2,24,2,furniture/equipment,1967,1,5,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,20,none,2,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",18-24
536,4,4,4,others,3380,1,4,1,female : non-single or male : single,none,1,unknown / no property,37,none,2,1,3,3 or more,1,2,1,"(3.932, 10.8]","(2067.4, 3884.8]",35-41
537,4,4,4,others,1455,1,4,2,male : married/widowed,none,1,unknown / no property,42,none,2,3,2,3 or more,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",41-47
538,4,7,4,furniture/equipment,730,5,5,4,male : married/widowed,none,2,car or other,46,none,1,2,2,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",41-47
539,2,18,0,car (used),3244,1,3,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,33,bank,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
540,2,9,2,furniture/equipment,1670,1,2,4,female : non-single or male : single,none,2,building soc. savings agr./life insurance,22,none,2,1,3,0 to 2,2,2,0,"(3.932, 10.8]","(231.826, 2067.4]",18-24
541,2,48,2,furniture/equipment,3979,5,4,4,male : married/widowed,none,1,building soc. savings agr./life insurance,41,none,2,2,3,3 or more,2,2,1,"(44.8, 51.6]","(3884.8, 5702.2]",35-41
542,2,12,2,car (used),1922,1,3,4,male : married/widowed,none,2,car or other,37,none,2,1,2,0 to 2,1,2,0,"(10.8, 17.6]","(231.826, 2067.4]",35-41
543,2,18,4,car (used),1295,1,2,4,female : non-single or male : single,none,1,car or other,27,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(231.826, 2067.4]",24-30
544,4,4,4,furniture/equipment,1544,1,4,2,male : married/widowed,none,1,unknown / no property,42,none,2,3,2,3 or more,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",41-47
545,2,8,2,retraining,907,1,2,3,female : single,none,2,unknown / no property,26,none,2,1,3,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
546,2,30,2,furniture/equipment,1715,5,3,4,female : non-single or male : single,none,1,building soc. savings agr./life insurance,26,none,2,1,3,0 to 2,1,2,1,"(24.4, 31.2]","(231.826, 2067.4]",24-30
547,3,10,4,furniture/equipment,1347,5,4,4,male : married/widowed,none,2,car or other,27,none,2,2,3,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",24-30
548,2,12,2,others,1007,4,3,4,female : single,none,1,unknown / no property,22,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",18-24
549,4,12,4,car (used),1402,3,4,3,female : non-single or male : single,none,4,building soc. savings agr./life insurance,37,none,1,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",35-41
550,2,12,2,others,2002,1,4,3,male : married/widowed,none,4,car or other,30,none,1,1,3,3 or more,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
551,4,12,4,repairs,2096,1,4,2,male : married/widowed,none,3,unknown / no property,49,none,2,1,2,3 or more,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",47-52
552,4,12,2,others,1101,1,3,3,female : single,none,2,unknown / no property,27,none,2,2,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
553,4,10,2,vacation,894,5,4,4,female : non-single or male : single,none,3,car or other,40,none,2,1,3,0 to 2,2,2,1,"(3.932, 10.8]","(231.826, 2067.4]",35-41
554,2,11,2,car (used),1577,4,2,4,female : non-single or male : single,none,1,unknown / no property,20,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",18-24
555,4,33,3,retraining,2764,1,3,2,female : non-single or male : single,none,2,building soc. savings agr./life insurance,26,none,2,2,3,0 to 2,2,2,1,"(31.2, 38.0]","(2067.4, 3884.8]",24-30
556,2,48,0,others,8358,3,2,1,female : non-single or male : single,none,1,building soc. savings agr./life insurance,30,none,2,2,3,0 to 2,1,2,1,"(44.8, 51.6]","(7519.6, 9337.0]",24-30
557,3,12,2,car (used),1474,1,2,4,female : non-single or male : single,none,1,car or other,33,bank,2,1,4,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
558,4,24,2,car (new),5433,5,1,2,female : non-single or male : single,none,4,car or other,26,none,1,1,4,0 to 2,2,2,1,"(17.6, 24.4]","(3884.8, 5702.2]",24-30
559,2,14,2,retraining,1410,3,5,1,female : single,none,2,unknown / no property,35,none,2,1,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",30-35
560,4,20,4,others,3485,5,2,2,male : divorced/separated,none,4,unknown / no property,44,none,2,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",41-47
561,4,18,4,car (new),3850,1,4,3,male : married/widowed,none,1,building soc. savings agr./life insurance,27,none,2,2,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
562,2,60,2,others,7408,2,2,4,female : non-single or male : single,none,2,car or other,24,none,2,1,4,0 to 2,1,2,0,"(58.4, 65.2]","(5702.2, 7519.6]",18-24
563,3,24,2,furniture/equipment,1377,2,5,4,female : non-single or male : single,none,2,real estate,47,none,3,1,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",41-47
564,4,30,3,retraining,4272,2,3,2,male : married/widowed,none,2,car or other,26,none,2,2,2,0 to 2,1,2,1,"(24.4, 31.2]","(3884.8, 5702.2]",24-30
565,2,24,3,furniture/equipment,1553,2,4,3,female : non-single or male : single,none,2,car or other,23,none,1,2,3,0 to 2,2,2,1,"(17.6, 24.4]","(231.826, 2067.4]",18-24
566,2,36,3,retraining,9857,2,4,1,male : married/widowed,none,3,car or other,31,none,2,2,2,3 or more,2,2,1,"(31.2, 38.0]","(9337.0, 11154.4]",30-35
567,4,6,4,others,362,2,3,4,female : non-single or male : single,none,4,building soc. savings agr./life insurance,52,none,2,2,2,0 to 2,1,2,1,"(3.932, 10.8]","(231.826, 2067.4]",47-52
568,4,12,4,car (used),1935,1,5,4,male : married/widowed,none,4,unknown / no property,43,none,2,3,3,0 to 2,2,2,1,"(10.8, 17.6]","(231.826, 2067.4]",41-47
569,4,48,2,furniture/equipment,10222,5,4,4,male : married/widowed,none,3,building soc. savings agr./life insurance,37,stores,2,1,3,0 to 2,2,2,1,"(44.8, 51.6]","(9337.0, 11154.4]",35-41
570,3,12,2,others,1330,1,2,4,male : married/widowed,none,1,unknown / no property,26,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
571,4,36,2,repairs,9055,5,3,2,male : married/widowed,none,4,real estate,35,none,3,1,2,3 or more,2,2,1,"(31.2, 38.0]","(7519.6, 9337.0]",30-35
572,2,26,2,car (new),7966,1,2,2,male : married/widowed,none,3,building soc. savings agr./life insurance,30,none,2,2,3,0 to 2,1,2,1,"(24.4, 31.2]","(7519.6, 9337.0]",24-30
573,2,30,1,car (used),3496,4,3,4,male : married/widowed,none,2,building soc. savings agr./life insurance,34,stores,2,1,3,3 or more,2,2,1,"(24.4, 31.2]","(2067.4, 3884.8]",30-35
574,2,36,2,car (new),6948,1,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,35,none,1,1,4,0 to 2,2,2,1,"(31.2, 38.0]","(5702.2, 7519.6]",30-35
575,2,48,0,retraining,12204,5,3,2,male : married/widowed,none,2,building soc. savings agr./life insurance,48,bank,2,1,4,0 to 2,2,2,1,"(44.8, 51.6]","(11154.4, 12971.8]",47-52
576,1,36,2,car (used),3446,1,5,4,male : married/widowed,none,2,building soc. savings agr./life insurance,42,none,2,1,3,3 or more,1,2,0,"(31.2, 38.0]","(2067.4, 3884.8]",41-47
577,1,12,2,repairs,684,1,3,4,male : married/widowed,none,4,building soc. savings agr./life insurance,40,none,1,1,2,3 or more,1,2,0,"(10.8, 17.6]","(231.826, 2067.4]",35-41
578,1,33,4,car (used),4281,3,3,1,female : non-single or male : single,none,4,building soc. savings agr./life insurance,23,none,2,2,3,0 to 2,1,2,0,"(31.2, 38.0]","(3884.8, 5702.2]",18-24
579,1,42,2,furniture/equipment,7174,5,4,4,female : non-single or male : single,none,3,building soc. savings agr./life insurance,30,none,2,1,4,0 to 2,2,2,0,"(38.0, 44.8]","(5702.2, 7519.6]",24-30
580,1,24,1,furniture/equipment,1546,1,4,4,male : married/widowed,guarantor,4,building soc. savings agr./life insurance,24,bank,1,1,2,0 to 2,1,2,0,"(17.6, 24.4]","(231.826, 2067.4]",18-24
581,1,24,2,car (used),2359,2,1,1,male : divorced/separated,none,1,car or other,33,none,2,1,3,0 to 2,1,2,0,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
582,4,24,2,furniture/equipment,3621,2,5,2,male : married/widowed,none,4,building soc. savings agr./life insurance,31,none,2,2,3,0 to 2,1,2,0,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
583,1,12,2,radio/television,741,2,1,4,female : non-single or male : single,none,3,car or other,22,none,2,1,3,0 to 2,1,2,0,"(10.8, 17.6]","(231.826, 2067.4]",18-24
584,1,12,2,car (used),7865,1,5,4,male : married/widowed,none,4,real estate,53,none,3,1,4,0 to 2,2,2,0,"(10.8, 17.6]","(7519.6, 9337.0]",52-58
585,1,24,2,car (new),2910,1,4,2,male : married/widowed,none,1,real estate,34,none,3,1,4,0 to 2,2,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",30-35
586,1,18,4,others,5302,1,5,2,male : married/widowed,none,4,real estate,36,none,3,3,4,0 to 2,2,2,1,"(17.6, 24.4]","(3884.8, 5702.2]",35-41
587,1,36,2,car (used),3620,1,3,1,male : married/widowed,guarantor,2,car or other,37,none,2,1,3,3 or more,1,2,1,"(31.2, 38.0]","(2067.4, 3884.8]",35-41
588,1,18,2,furniture/equipment,3509,1,4,4,female : non-single or male : single,guarantor,1,unknown / no property,25,none,2,1,3,0 to 2,1,2,1,"(17.6, 24.4]","(2067.4, 3884.8]",24-30
589,2,12,2,car (used),3017,1,2,3,female : non-single or male : single,none,1,unknown / no property,34,none,1,1,4,0 to 2,1,2,1,"(10.8, 17.6]","(2067.4, 3884.8]",30-35
590,1,12,2,car (used),1657,1,3,2,male : married/widowed,none,2,unknown / no property,27,none,2,1,3,0 to 2,1,2,1,"(10.8, 17.6]","(231.826, 2067.4]",24-30
